domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
windexchange.energy.gov,27218,175219,23816,6.437614814,361.3181718,23816
zh-tools.usps.com,27218,39126,11908,1.437504593,10.81266074,27218
zw.usembassy.gov,27218,42529,23816,1.562532148,51.5633037,25517
afspc.af.mil,25517,25517,23816,1,1.933338559,25517
alzheimers.gov,25517,30621,25517,1.200023514,53.66724145,25517
annarbor.va.gov,25517,23816,13609,0.933338559,42.80044676,22115
barksdale.af.mil,25517,59540,20414,2.333346397,51.60054082,25517
blog.ed.gov,25517,34023,25517,1.333346397,12.93345613,28920
buckley.spaceforce.mil,25517,49333,15310,1.933338559,157.3350315,25517
clintonlibrary.gov,25517,39126,20414,1.533330721,58.73398127,25517
csp.navy.mil,25517,352138,18713,13.80013324,146.8015833,23816
cy.usembassy.gov,25517,42529,20414,1.666692793,228.0024689,25517
data.ntsb.gov,25517,117379,10207,4.600031352,254.8027589,25517
dceg.cancer.gov,25517,44230,18713,1.733354234,28.93365208,25517
ee.usembassy.gov,25517,71448,22115,2.800015676,305.2032762,23816
fi.usembassy.gov,25517,64644,18713,2.53336991,249.0026649,23816
g5.gov,25517,119081,20414,4.666731983,284.0030568,25517
gomo.army.mil,25517,69747,18713,2.733354234,82.46757064,25517
holloman.af.mil,25517,34023,17012,1.333346397,19.20021946,25517
ladmf.ntis.gov,25517,170115,11908,6.666731983,218.5356821,25517
landstuhl.tricare.mil,25517,35724,13609,1.400007838,73.00078379,25517
loyalty.usps.com,25517,27218,13609,1.066661441,5.933377748,23816
nasa3d.arc.nasa.gov,25517,86759,18713,3.400047027,104.3344437,25517
nctr.pmel.noaa.gov,25517,44230,18713,1.733354234,207.9355724,23816
ngmdb.usgs.gov,25517,91862,23816,3.600031352,210.4689423,30621
om.usembassy.gov,25517,64644,15310,2.53336991,161.2017479,23816
pcmh.ahrq.gov,25517,28920,27218,1.133362072,13.00015676,27218
sealevel.nasa.gov,25517,42529,28920,1.666692793,27.33362072,27218
smart.ojp.gov,25517,45931,22115,1.800015676,29.06697496,25517
sservi.nasa.gov,25517,54437,23816,2.133362072,140.401497,25517
surflant.usff.navy.mil,25517,56138,18713,2.200023514,24.60026649,28920
travis.af.mil,25517,32322,23816,1.266684955,64.73402046,25517
29palms.marines.mil,23816,34023,23816,1.428577427,8.428619416,23816
afhra.af.mil,23816,32322,18713,1.357154854,74.2146876,23816
afmc.af.mil,23816,30621,23816,1.285732281,32.50016795,23816
applocker.navy.mil,23816,51035,20414,2.142887135,28.85728082,22115
atlanta.va.gov,23816,69747,27218,2.928577427,140.0721364,32322
ba.usembassy.gov,23816,47632,17012,2,266.4299631,23816
cd.usembassy.gov,23816,57839,23816,2.428577427,103.8577007,25517
cdfifund.gov,23816,25517,23816,1.071422573,26.92870339,23816
cloud.mil,23816,32322,22115,1.357154854,177.0009237,23816
darnall.tricare.mil,23816,64644,13609,2.714309708,122.2149395,23816
dcaa.mil,23816,37425,22115,1.571422573,28.6430131,23816
eca.state.gov,23816,78253,28920,3.285732281,127.9292492,27218
eglin.af.mil,23816,47632,22115,2,53.14313907,23816
financialaidtoolkit.ed.gov,23816,45931,23816,1.928577427,50.21456164,27218
fordlibrarymuseum.gov,23816,39126,15310,1.642845146,24.28585825,23816
gdc.cancer.gov,23816,767219,18713,32.21443567,1506.222078,25517
gmao.gsfc.nasa.gov,23816,44230,11908,1.857154854,110.0005878,18713
gsaxcess.gov,23816,585196,10207,24.57154854,459.0738159,23816
hawaii.armymwr.com,23816,51035,17012,2.142887135,64.78606819,25517
indianapolis.va.gov,23816,34023,17012,1.428577427,42.3573648,20414
lbjlibrary.org,23816,34023,13609,1.428577427,190.3581206,23816
lre.usace.army.mil,23816,45931,18713,1.928577427,87.57188445,23816
lrn.usace.army.mil,23816,42529,20414,1.785732281,35.21447766,23816
lt.usembassy.gov,23816,44230,17012,1.857154854,129.3578267,23816
marsoc.marines.mil,23816,44230,22115,1.857154854,117.143475,22115
mepcom.army.mil,23816,34023,22115,1.428577427,202.9296271,23816
nae.usace.army.mil,23816,34023,20414,1.428577427,46.78594222,23816
news.uscg.mil,23816,42529,20414,1.785732281,49.92882936,23816
nrd.gov,23816,34023,22115,1.428577427,25.42870339,23816
oge.gov,23816,40828,17012,1.714309708,116.4291653,23816
opportunityzones.hud.gov,23816,27218,22115,1.142845146,27.92870339,25517
osan.af.mil,23816,54437,18713,2.285732281,150.0007978,22115
osp.va.gov,23816,32322,13609,1.357154854,24.85728082,20414
pe.usps.gov,23816,113977,5103,4.785732281,341.4303409,23816
qa.usembassy.gov,23816,34023,22115,1.428577427,27.92870339,25517
request.hec.nasa.gov,23816,28920,1701,1.214309708,1.142845146,25517
resources.data.gov,23816,59540,13609,2.5,77.92895532,22115
restorationdata.noaa.gov,23816,40828,1701,1.714309708,798.5041149,27218
sa4.www4.irs.gov,23816,54437,23816,2.285732281,1.5,23816
search.benefits.gov,23816,45931,18713,1.928577427,40.50020994,22115
search.epa.gov,23816,209242,132690,8.785774269,266.4299631,40828
stewarthunter.armymwr.com,23816,40828,20414,1.714309708,68.85749076,23816
toolkit.climate.gov,23816,71448,23816,3,323.1445247,23816
tools.niehs.nih.gov,23816,40828,22115,1.714309708,124.3577847,23816
wdr.doleta.gov,23816,34023,18713,1.428577427,145.2150235,23816
www-s.nist.gov,23816,144598,17012,6.071464562,253.1441888,25517
yokota.af.mil,23816,27218,20414,1.142845146,54.42887135,22115
aad.archives.gov,22115,569886,35724,25.76920642,250.2304318,27218
adlnet.gov,22115,25517,5103,1.153832241,64.61528374,18713
alcoholpolicy.niaaa.nih.gov,22115,32322,18713,1.46154194,187.6151481,23816
bootcamp.navy.mil,22115,27218,17012,1.230748361,101.0767805,22115
brb.nci.nih.gov,22115,27218,13609,1.230748361,221.5381868,22115
buyusa.gov,22115,68046,18713,3.07691612,16.6922903,22115
ca.water.usgs.gov,22115,66345,18713,3,71.69219986,22115
carson.armymwr.com,22115,25517,15310,1.153832241,64.99990956,22115
cleancities.energy.gov,22115,35724,10207,1.61537418,348.0764639,20414
daac.ornl.gov,22115,35724,18713,1.61537418,53.69224508,22115
datascience.nih.gov,22115,34023,15310,1.53845806,193.1536061,17012
energy.sandia.gov,22115,30621,15310,1.38462582,24.84612254,22115
enviro.epa.gov,22115,433794,25517,19.61537418,573.306941,37425
evans.tricare.mil,22115,61241,8506,2.769206421,234.8458512,22115
fairchild.af.mil,22115,35724,17012,1.61537418,15.3845806,22115
floridakeys.noaa.gov,22115,35724,18713,1.61537418,15.07691612,22115
gordon.armymwr.com,22115,39126,11908,1.769206421,39.84612254,22115
history.nih.gov,22115,22115,20414,1,13.3845806,20414
history.uscg.mil,22115,23816,20414,1.07691612,20.23074836,22115
irma.nps.gov,22115,57839,18713,2.61537418,228.8458512,18713
keesler.af.mil,22115,30621,17012,1.38462582,19.84612254,20414
longbeach.va.gov,22115,44230,20414,2,153.4613611,25517
lovell.fhcc.va.gov,22115,35724,10207,1.61537418,129.3075288,22115
m.usps.com,22115,25517,17012,1.153832241,76.07682568,23816
ncjrs.gov,22115,49333,18713,2.230748361,52.30761926,22115
ncses.nsf.gov,22115,61241,20414,2.769206421,284.845806,18713
nodis3.gsfc.nasa.gov,22115,83356,13609,3.769206421,119.5383224,20414
obamalibrary.gov,22115,39126,20414,1.769206421,124.6921546,22115
omao.noaa.gov,22115,54437,20414,2.46154194,217.5381868,22115
opa.hhs.gov,22115,37425,17012,1.692290301,10.84612254,22115
osp.od.nih.gov,22115,32322,23816,1.46154194,52.61532896,22115
patrick.spaceforce.mil,22115,42529,17012,1.92308388,18.30766448,20414
pubmedhh.nlm.nih.gov,22115,81655,10207,3.692290301,450.3071219,18713
sa3.www4.irs.gov,22115,57839,22115,2.61537418,2.07691612,22115
science.gsfc.nasa.gov,22115,28920,18713,1.307709699,83.38449017,18713
search.invasivespeciesinfo.gov,22115,28920,10207,1.307709699,67.38453538,23816
sill.armymwr.com,22115,42529,17012,1.92308388,27.23074836,22115
spk.usace.army.mil,22115,35724,22115,1.61537418,28.92303866,22115
srdata.nist.gov,22115,129288,17012,5.846167759,452.384038,22115
stereo.gsfc.nasa.gov,22115,277288,5103,12.53845806,3613.379968,20414
tf.nist.gov,22115,27218,20414,1.230748361,33.53841284,22115
usda.usajobs.gov,22115,25517,17012,1.153832241,97.07678047,22115
vetcenter.va.gov,22115,23816,8506,1.07691612,18.6922903,20414
wageandsalary.dcpas.osd.mil,22115,56138,20414,2.53845806,91.92294823,22115
whs.mil,22115,27218,20414,1.230748361,63.07682568,22115
1997-2001.state.gov,20414,20414,17012,1,28.99975507,18713
acquisitionacademy.va.gov,20414,49333,6805,2.416625845,263.3309983,20414
albuquerque.va.gov,20414,49333,13609,2.416625845,110.0823454,23816
ang.af.mil,20414,27218,20414,1.333300676,23.58312923,20414
api.nasa.gov,20414,44230,11908,2.166650338,721.9103067,20414
arc.fiscal.treasury.gov,20414,34023,13609,1.666650338,212.4148134,18713
aviano.af.mil,20414,34023,20414,1.666650338,57.49951014,20414
bhs.econ.census.gov,20414,22115,18713,1.083325169,31.16640541,20414
bn.usembassy.gov,20414,34023,13609,1.666650338,161.4152542,20414
by.usembassy.gov,20414,56138,18713,2.749975507,130.7488488,22115
bz.usembassy.gov,20414,23816,18713,1.166650338,146.2487019,18713
c6f.navy.mil,20414,66345,15310,3.249975507,78.08263937,20414
comptox.epa.gov,20414,39126,22115,1.916625845,172.3318311,17012
data.nal.usda.gov,20414,91862,22115,4.499951014,152.4153032,20414
designsystem.digital.gov,20414,47632,18713,2.333300676,74.41598903,20414
dietassessmentprimer.cancer.gov,20414,81655,10207,3.999951014,78.2492897,20414
dpcld.defense.gov,20414,28920,20414,1.416674831,132.7488488,18713
druginfo.nlm.nih.gov,20414,54437,20414,2.666650338,21.24982855,20414
econsumer.gov,20414,108874,17012,5.333300676,150.7486529,20414
ellsworth.af.mil,20414,27218,18713,1.333300676,56.58283531,20414
essearch.energystar.gov,20414,42529,15310,2.083325169,25.24977956,22115
geneva.usmission.gov,20414,45931,18713,2.249975507,45.99960811,22115
gis.ncdc.noaa.gov,20414,23816,15310,1.166650338,3.333300676,20414
hcsc.va.gov,20414,32322,15310,1.583325169,36.74968159,20414
its.gov,20414,23816,20414,1.166650338,1.166650338,20414
jba.af.mil,20414,22115,20414,1.083325169,4.583276183,20414
kirtland.af.mil,20414,28920,20414,1.416674831,20.91647889,20414
la.usembassy.gov,20414,28920,17012,1.416674831,18.66650338,20414
lomalinda.va.gov,20414,37425,22115,1.833300676,53.3328598,22115
louisville.va.gov,20414,34023,15310,1.666650338,272.5809249,22115
lr.usembassy.gov,20414,49333,18713,2.416625845,161.9985794,20414
marketplace.cms.gov,20414,54437,15310,2.666650338,387.2465955,22115
marketplace.fedramp.gov,20414,30621,11908,1.5,106.5823944,23816
mvr.usace.army.mil,20414,57839,18713,2.833300676,224.0813657,20414
nationalgangcenter.ojp.gov,20414,22115,18713,1.083325169,21.91647889,20414
neo.sci.gsfc.nasa.gov,20414,56138,15310,2.749975507,444.7460566,20414
npgsweb.ars-grin.gov,20414,108874,13609,5.333300676,351.2468894,20414
offutt.af.mil,20414,35724,13609,1.749975507,55.91618497,20414
open.fda.gov,20414,34023,18713,1.666650338,121.1656216,18713
raportal.vpn.va.gov,20414,79954,13609,3.916625845,270.3309493,18713
saj.usace.army.mil,20414,25517,15310,1.249975507,32.24973058,20414
schriever.spaceforce.mil,20414,27218,20414,1.333300676,16.08317821,20414
search.atf.gov,20414,25517,11908,1.249975507,43.08293328,18713
southcom.mil,20414,217747,18713,10.66655237,336.4136867,20414
st.state.gov,20414,23816,20414,1.166650338,0.166650338,20414
tennesseevalley.va.gov,20414,39126,20414,1.916625845,243.5811698,23816
ve.usembassy.gov,20414,59540,20414,2.916625845,247.9144705,20414
www2.usgs.gov,20414,23816,17012,1.166650338,61.49946115,20414
1stmardiv.marines.mil,18713,42529,17012,2.272698124,234.2685833,18713
assignment.uspto.gov,18713,39126,22115,2.090845936,235.8139796,15310
barracks.marines.mil,18713,90161,15310,4.818094373,47.18099717,20414
ci.usembassy.gov,18713,40828,17012,2.18179875,122.3614599,23816
citizenscience.gov,18713,105471,13609,5.636242185,368.4480308,18713
cloud.gov,18713,18713,18713,1,132.1795009,17012
co.ng.mil,18713,40828,11908,2.18179875,88.54389996,18713
cyber.dhs.gov,18713,28920,15310,1.545449687,42.18105061,18713
e-safe.cbp.dhs.gov,18713,30621,8506,1.636349062,343.5393577,18713
eclipse.gsfc.nasa.gov,18713,28920,13609,1.545449687,59.54438091,18713
eclipse2017.nasa.gov,18713,22115,17012,1.18179875,2.454496874,18713
geodesy.noaa.gov,18713,49333,10207,2.636295623,300.5401058,18713
gis.cdc.gov,18713,37425,20414,1.999946561,1.454496874,25517
goes-r.gov,18713,22115,10207,1.18179875,155.9972212,17012
gq.usembassy.gov,18713,23816,3402,1.272698124,199.9055737,13609
grafenwoehr.armymwr.com,18713,51035,11908,2.727248437,151.4518784,18713
hanscom.af.mil,18713,28920,17012,1.545449687,185.4512371,18713
healthcaredelivery.cancer.gov,18713,134391,8506,7.181691872,491.1730882,17012
hero.epa.gov,18713,25517,22115,1.363597499,5.272644686,18713
hpc.nih.gov,18713,22115,17012,1.18179875,186.6330359,15310
jimmycarterlibrary.gov,18713,18713,18713,1,0,18713
kunsan.af.mil,18713,42529,11908,2.272698124,115.8161171,18713
legacy.export.gov,18713,18713,17012,1,0,18713
login.diver.orr.noaa.gov,18713,23816,3402,1.272698124,184.7239887,6805
maritime.dot.gov,18713,28920,20414,1.545449687,17.18153156,22115
meps.ahrq.gov,18713,103770,11908,5.54534281,142.5429381,17012
minot.af.mil,18713,18713,10207,1,0,18713
ndc.services.cdc.gov,18713,25517,17012,1.363597499,94.27104152,17012
ngs.noaa.gov,18713,27218,13609,1.454496874,136.6339443,18713
ninr.nih.gov,18713,56138,20414,2.999946561,36.6357078,23816
ocrtraining.cit.nih.gov,18713,130989,8506,6.999893122,247.7228665,18713
orlando.va.gov,18713,47632,18713,2.545396249,71.18056966,23816
pmel.noaa.gov,18713,39126,18713,2.090845936,9.545289371,20414
polk.armymwr.com,18713,30621,10207,1.636349062,36.54480842,18713
profiles.nlm.nih.gov,18713,91862,22115,4.908993748,26.63586811,20414
saw.usace.army.mil,18713,107173,11908,5.727194998,318.9943355,17012
scott.af.mil,18713,49333,17012,2.636295623,87.54389996,20414
sdo.gsfc.nasa.gov,18713,78253,18713,4.181745311,103.0890825,20414
stratcom.mil,18713,57839,17012,3.090845936,25.36316999,18713
sustainability.gov,18713,17012,13609,0.909100625,87.72569871,17012
svi.cdc.gov,18713,18713,6805,1,59.90803185,18713
tampa.va.gov,18713,51035,18713,2.727248437,267.8134452,22115
usafe.af.mil,18713,34023,15310,1.818147812,232.6322343,18713
usagm.gov,18713,22115,17012,1.18179875,2.545396249,18713
veterantraining.va.gov,18713,22115,3402,1.18179875,76.36226153,18713
volpe.dot.gov,18713,34023,13609,1.818147812,109.0889756,17012
volunteer.gov,18713,42529,17012,2.272698124,179.7240955,18713
wichita.va.gov,18713,30621,6805,1.636349062,49.63549404,17012
1.usa.gov,17012,18713,17012,1.099988244,16.09951799,17012
111attackwing.ang.af.mil,17012,27218,3402,1.599929462,12.89965906,17012
3dprint.nih.gov,17012,59540,11908,3.499882436,93.39736656,17012
3rdmaw.marines.mil,17012,28920,17012,1.699976487,99.09716671,17012
acq.osd.mil,17012,44230,13609,2.599929462,77.2977898,17012
afcec.af.mil,17012,18713,17012,1.099988244,1.199976487,17012
airpac.navy.mil,17012,78253,15310,4.59987068,160.6954503,20414
az.usembassy.gov,17012,20414,18713,1.199976487,24.49929462,17012
bm.usconsulate.gov,17012,20414,15310,1.199976487,17.59951799,17012
boston.va.gov,17012,23816,17012,1.399952974,69.19803668,18713
calc.gsa.gov,17012,18713,6805,1.099988244,922.2738067,13609
civilrights.justice.gov,17012,136092,15310,7.999764872,644.6816953,17012
classification.nlm.nih.gov,17012,100368,6805,5.89983541,341.0902892,20414
clinton.presidentiallibraries.us,17012,40828,8506,2.399952974,116.4967082,17012
comptroller.defense.gov,17012,27218,17012,1.599929462,47.19868328,17012
coralreefwatch.noaa.gov,17012,139494,10207,8.199741359,724.4794263,17012
crimesolutions.ojp.gov,17012,39126,18713,2.299905949,198.1943922,22115
dhs.usajobs.gov,17012,18713,17012,1.099988244,11.59969433,17012
dm.af.mil,17012,28920,15310,1.699976487,43.59875382,17012
dover.af.mil,17012,37425,17012,2.199917705,76.19786033,17012
drum.armymwr.com,17012,18713,13609,1.099988244,43.49876558,17012
erdc.usace.army.mil,17012,18713,17012,1.099988244,4.299905949,17012
espanol.smokefree.gov,17012,28920,15310,1.699976487,83.99758994,17012
georgewbushlibrary.gov,17012,20414,17012,1.199976487,1.599929462,17012
goodfellow.af.mil,17012,22115,13609,1.299964731,4.09987068,17012
hoover.archives.gov,17012,22115,17012,1.299964731,2.199917705,17012
irt.defense.gov,17012,37425,5103,2.199917705,152.0956972,17012
ly.usembassy.gov,17012,88460,11908,5.199858923,140.8960146,17012
marforpac.marines.mil,17012,37425,10207,2.199917705,200.8943099,17012
marineband.marines.mil,17012,115678,13609,6.799788385,245.8930167,17012
milwaukee.va.gov,17012,27218,20414,1.599929462,9.699741359,20414
minerva.defense.gov,17012,30621,6805,1.799964731,172.5951093,17012
mirecc.va.gov,17012,18713,13609,1.099988244,177.2949683,17012
mobile.arc.nasa.gov,17012,42529,18713,2.499941218,124.2964966,18713
mr.usembassy.gov,17012,51035,17012,2.999941218,152.2956736,18713
mywaterway.epa.gov,17012,68046,20414,3.999882436,227.2935575,28920
ncsacw.samhsa.gov,17012,326621,15310,19.19944745,450.787209,17012
nixonlibrary.gov,17012,22115,13609,1.299964731,39.59887138,17012
noisyplanet.nidcd.nih.gov,17012,20414,15310,1.199976487,104.6970374,17012
pivauthinternal.nih.gov,17012,17012,3402,1,0,17012
poisonhelp.hrsa.gov,17012,32322,17012,1.899952974,83.09763696,17012
portland.va.gov,17012,64644,17012,3.799905949,170.9951211,18713
reserve.uscg.mil,17012,22115,17012,1.299964731,7.899776628,17012
robins.af.mil,17012,22115,17012,1.299964731,14.29961204,17012
sam.usace.army.mil,17012,25517,15310,1.499941218,74.69786033,20414
sas.usace.army.mil,17012,25517,10207,1.499941218,283.8919586,17012
search.copyright.gov,17012,42529,15310,2.499941218,50.49858923,17012
selectagents.gov,17012,27218,15310,1.599929462,79.69774277,17012
si.usembassy.gov,17012,18713,13609,1.099988244,17.39948272,15310
staging.va.gov,17012,125885,3402,7.399776628,448.0872913,17012
studyabroad.state.gov,17012,39126,11908,2.299905949,106.5969904,13609
ushik.ahrq.gov,17012,18713,17012,1.099988244,4.299905949,17012
vaforvets.va.gov,17012,47632,20414,2.799905949,264.7924994,11908
vec.gsa.gov,17012,40828,5103,2.399952974,357.9898307,17012
vsc.gsa.gov,17012,69747,8506,4.09987068,500.2857983,15310
wiesbaden.armymwr.com,17012,20414,11908,1.199976487,72.89795439,17012
women.smokefree.gov,17012,32322,10207,1.899952974,18.69944745,17012
557weatherwing.af.mil,15310,15310,13609,1,0,15310
api.seer.cancer.gov,15310,27218,11908,1.777792293,14.77811888,17012
arcr.niaaa.nih.gov,15310,15310,15310,1,0,15310
autochoice.fas.gsa.gov,15310,25517,6805,1.666688439,70.22390594,15310
